Jugada,1,2,3,4,5,Diferencial,Tipus de jugada,Èxit/No Èxit,Punts,Quart,Clutch-time,Rival,Terreny,Competició
2941,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-6,2,1,3,1,0,Maccabi,Local,Eurolliga
2942,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-6,2,0,0,1,0,Maccabi,Local,Eurolliga
2943,Calathes,Jokubaitis,Exum,Mirotic,Sanli,-6,1,1,2,1,0,Maccabi,Local,Eurolliga
2944,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Smits,-4,4,0,0,2,0,Maccabi,Local,Eurolliga
2945,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Smits,-7,2,0,0,2,0,Maccabi,Local,Eurolliga
2946,Jokubaitis,Exum,Caicedo,Hayes-Davis,Smits,-11,2,0,0,2,0,Maccabi,Local,Eurolliga
2947,Jokubaitis,Exum,Caicedo,Hayes-Davis,Smits,-11,1,1,2,2,0,Maccabi,Local,Eurolliga
2948,Jokubaitis,Exum,Caicedo,Hayes-Davis,Smits,-11,2,0,0,2,0,Maccabi,Local,Eurolliga
2949,Jokubaitis,Exum,Caicedo,Hayes-Davis,Smits,-11,4,1,2,2,0,Maccabi,Local,Eurolliga
2950,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-9,5,1,0,2,0,Maccabi,Local,Eurolliga
2951,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-9,2,0,0,2,0,Maccabi,Local,Eurolliga
2952,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-9,1,1,1,2,0,Maccabi,Local,Eurolliga
2953,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-8,3,1,3,2,0,Maccabi,Local,Eurolliga
2954,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-9,4,0,0,2,0,Maccabi,Local,Eurolliga
2955,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-11,4,0,0,2,0,Maccabi,Local,Eurolliga
2956,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-11,1,0,0,2,0,Maccabi,Local,Eurolliga
2957,Jokubaitis,Exum,Abrines,Hayes-Davis,Smits,-11,5,1,2,2,0,Maccabi,Local,Eurolliga
2958,Jokubaitis,Abrines,Martinez,Hayes-Davis,Smits,-9,4,1,0,2,0,Maccabi,Local,Eurolliga
2959,Jokubaitis,Abrines,Martinez,Hayes-Davis,Smits,-9,5,1,3,2,0,Maccabi,Local,Eurolliga
2960,Calathes,Abrines,Martinez,Hayes-Davis,Smits,-7,2,0,0,2,0,Maccabi,Local,Eurolliga
2961,Calathes,Abrines,Martinez,Mirotic,Smits,-9,2,1,0,2,0,Maccabi,Local,Eurolliga
2962,Calathes,Abrines,Martinez,Mirotic,Smits,-9,2,1,2,2,0,Maccabi,Local,Eurolliga
2963,Calathes,Caicedo,Martinez,Mirotic,Smits,-7,2,1,0,2,0,Maccabi,Local,Eurolliga
2964,Calathes,Caicedo,Martinez,Mirotic,Smits,-7,2,1,3,2,0,Maccabi,Local,Eurolliga
2965,Calathes,Caicedo,Martinez,Mirotic,Smits,-7,4,1,2,2,0,Maccabi,Local,Eurolliga
2966,Calathes,Caicedo,Martinez,Mirotic,Sanli,-8,3,1,3,2,0,Maccabi,Local,Eurolliga
2967,Calathes,Exum,Abrines,Mirotic,Sanli,-8,1,0,0,2,0,Maccabi,Local,Eurolliga
2968,Calathes,Exum,Abrines,Mirotic,Nnaji,-11,4,1,2,3,0,Maccabi,Local,Eurolliga
2969,Calathes,Exum,Abrines,Mirotic,Nnaji,-10,2,1,2,3,0,Maccabi,Local,Eurolliga
2970,Calathes,Exum,Abrines,Mirotic,Nnaji,-8,2,1,0,3,0,Maccabi,Local,Eurolliga
2971,Calathes,Exum,Abrines,Mirotic,Nnaji,-8,3,1,3,3,0,Maccabi,Local,Eurolliga
2972,Calathes,Exum,Abrines,Mirotic,Nnaji,-7,4,1,0,3,0,Maccabi,Local,Eurolliga
2973,Calathes,Exum,Abrines,Mirotic,Nnaji,-7,2,1,2,3,0,Maccabi,Local,Eurolliga
2974,Calathes,Exum,Abrines,Mirotic,Nnaji,-7,1,1,0,3,0,Maccabi,Local,Eurolliga
2975,Calathes,Exum,Abrines,Mirotic,Nnaji,-9,2,0,0,3,0,Maccabi,Local,Eurolliga
2976,Calathes,Exum,Abrines,Mirotic,Nnaji,-9,4,1,2,3,0,Maccabi,Local,Eurolliga
2977,Calathes,Exum,Abrines,Mirotic,Nnaji,-7,4,1,2,3,0,Maccabi,Local,Eurolliga
2978,Calathes,Exum,Caicedo,Mirotic,Nnaji,-8,2,0,0,3,0,Maccabi,Local,Eurolliga
2979,Calathes,Exum,Caicedo,Mirotic,Nnaji,-8,1,1,2,3,0,Maccabi,Local,Eurolliga
2980,Calathes,Jokubaitis,Caicedo,Mirotic,Nnaji,-7,2,0,0,3,0,Maccabi,Local,Eurolliga
2981,Calathes,Jokubaitis,Caicedo,Mirotic,Sanli,-9,2,1,2,3,0,Maccabi,Local,Eurolliga
2982,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-7,2,1,0,3,0,Maccabi,Local,Eurolliga
2983,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-7,1,1,2,3,0,Maccabi,Local,Eurolliga
2984,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-7,2,1,0,3,0,Maccabi,Local,Eurolliga
2985,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-7,4,1,2,3,0,Maccabi,Local,Eurolliga
2986,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-5,2,0,0,3,0,Maccabi,Local,Eurolliga
2987,Jokubaitis,Caicedo,Martinez,Hayes-Davis,Sanli,-5,4,0,0,3,0,Maccabi,Local,Eurolliga
2988,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-8,4,1,2,4,0,Maccabi,Local,Eurolliga
2989,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-9,2,1,0,4,0,Maccabi,Local,Eurolliga
2990,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-11,4,0,0,4,0,Maccabi,Local,Eurolliga
2991,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-11,3,1,0,4,0,Maccabi,Local,Eurolliga
2992,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-11,1,1,2,4,0,Maccabi,Local,Eurolliga
2993,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-12,2,0,0,4,0,Maccabi,Local,Eurolliga
2994,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-12,5,0,0,4,0,Maccabi,Local,Eurolliga
2995,Jokubaitis,Bonilla,Martinez,Hayes-Davis,Sanli,-14,4,1,0,4,0,Maccabi,Local,Eurolliga
2996,Jokubaitis,Abrines,Caicedo,Hayes-Davis,Sanli,-14,4,1,0,4,0,Maccabi,Local,Eurolliga
2997,Jokubaitis,Abrines,Caicedo,Hayes-Davis,Sanli,-14,4,1,2,4,0,Maccabi,Local,Eurolliga
2998,Jokubaitis,Abrines,Caicedo,Hayes-Davis,Sanli,-12,4,0,0,4,0,Maccabi,Local,Eurolliga
2999,Exum,Abrines,Caicedo,Smits,Sanli,-14,3,0,0,4,0,Maccabi,Local,Eurolliga
3000,Exum,Abrines,Caicedo,Smits,Sanli,-14,2,0,0,4,0,Maccabi,Local,Eurolliga
3001,Exum,Abrines,Caicedo,Smits,Sanli,-17,2,1,0,4,0,Maccabi,Local,Eurolliga
3002,Exum,Abrines,Caicedo,Smits,Sanli,-17,1,1,2,4,0,Maccabi,Local,Eurolliga
3003,Exum,Abrines,Caicedo,Smits,Sanli,-17,1,1,2,4,0,Maccabi,Local,Eurolliga
3004,Exum,Abrines,Caicedo,Smits,Nnaji,-18,2,0,0,4,0,Maccabi,Local,Eurolliga
3005,Exum,Abrines,Caicedo,Smits,Nnaji,-21,4,1,0,4,0,Maccabi,Local,Eurolliga
3006,Exum,Abrines,Caicedo,Smits,Nnaji,-21,2,0,0,4,0,Maccabi,Local,Eurolliga
3007,Jokubaitis,Abrines,Caicedo,Smits,Nnaji,-24,4,0,0,4,0,Maccabi,Local,Eurolliga
3008,Jokubaitis,Abrines,Caicedo,Smits,Nnaji,-24,2,0,0,4,0,Maccabi,Local,Eurolliga
3009,Jokubaitis,Abrines,Caicedo,Smits,Nnaji,-24,4,0,0,4,0,Maccabi,Local,Eurolliga
3010,Jokubaitis,Bonilla,Caicedo,Smits,Nnaji,-26,2,1,2,4,0,Maccabi,Local,Eurolliga
3011,Jokubaitis,Bonilla,Caicedo,Smits,Nnaji,-24,5,0,0,4,0,Maccabi,Local,Eurolliga
3012,Jokubaitis,Bonilla,Caicedo,Smits,Nnaji,-24,2,0,0,4,0,Maccabi,Local,Eurolliga
3013,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-2,1,1,3,1,0,Bayern,Local,Playoffs
3014,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-2,3,1,0,1,0,Bayern,Local,Playoffs
3015,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,2,0,0,1,0,Bayern,Local,Playoffs
3016,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,3,1,3,1,0,Bayern,Local,Playoffs
3017,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,5,1,0,1,0,Bayern,Local,Playoffs
3018,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,2,1,0,1,0,Bayern,Local,Playoffs
3019,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,5,1,0,1,0,Bayern,Local,Playoffs
3020,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,2,1,2,1,0,Bayern,Local,Playoffs
3021,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-2,4,0,0,1,0,Bayern,Local,Playoffs
3022,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,2,0,0,1,0,Bayern,Local,Playoffs
3023,Calathes,Laprovittola,Exum,Mirotic,Davies,-6,4,0,0,1,0,Bayern,Local,Playoffs
3024,Calathes,Laprovittola,Exum,Mirotic,Davies,-6,5,1,2,1,0,Bayern,Local,Playoffs
3025,Calathes,Laprovittola,Exum,Mirotic,Davies,-7,1,1,0,1,0,Bayern,Local,Playoffs
3026,Calathes,Laprovittola,Exum,Mirotic,Davies,-7,3,1,3,1,0,Bayern,Local,Playoffs
3027,Calathes,Laprovittola,Exum,Mirotic,Davies,-7,3,1,0,1,0,Bayern,Local,Playoffs
3028,Jokubaitis,Laprovittola,Exum,Mirotic,Davies,-7,5,1,0,1,0,Bayern,Local,Playoffs
3029,Jokubaitis,Exum,Kuric,Mirotic,Davies,-9,1,1,0,1,0,Bayern,Local,Playoffs
3030,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-9,1,1,3,1,0,Bayern,Local,Playoffs
3031,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-6,5,1,2,1,0,Bayern,Local,Playoffs
3032,Jokubaitis,Kuric,Martinez,Hayes-Davis,Davies,-4,2,0,0,1,0,Bayern,Local,Playoffs
3033,Jokubaitis,Kuric,Martinez,Hayes-Davis,Davies,-4,2,0,0,1,0,Bayern,Local,Playoffs
3034,Jokubaitis,Kuric,Martinez,Hayes-Davis,Davies,-4,4,1,2,1,0,Bayern,Local,Playoffs
3035,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-2,4,1,2,2,0,Bayern,Local,Playoffs
3036,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,0,1,1,3,2,0,Bayern,Local,Playoffs
3037,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,3,4,1,0,2,0,Bayern,Local,Playoffs
3038,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,3,3,1,0,2,0,Bayern,Local,Playoffs
3039,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,3,3,0,0,2,0,Bayern,Local,Playoffs
3040,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,3,2,0,0,2,0,Bayern,Local,Playoffs
3041,Calathes,Jokubaitis,Kuric,Hayes-Davis,Davies,3,4,1,0,2,0,Bayern,Local,Playoffs
3042,Calathes,Jokubaitis,Kuric,Hayes-Davis,Davies,0,4,1,0,2,0,Bayern,Local,Playoffs
3043,Calathes,Jokubaitis,Kuric,Hayes-Davis,Davies,0,4,1,2,2,0,Bayern,Local,Playoffs
3044,Calathes,Laprovittola,Kuric,Mirotic,Smits,2,2,0,0,2,0,Bayern,Local,Playoffs
3045,Calathes,Laprovittola,Kuric,Mirotic,Smits,2,4,0,0,2,0,Bayern,Local,Playoffs
3046,Calathes,Laprovittola,Kuric,Mirotic,Smits,2,4,1,0,2,0,Bayern,Local,Playoffs
3047,Calathes,Laprovittola,Kuric,Mirotic,Smits,2,4,1,0,2,0,Bayern,Local,Playoffs
3048,Calathes,Laprovittola,Kuric,Mirotic,Smits,2,1,1,3,2,0,Bayern,Local,Playoffs
3049,Calathes,Laprovittola,Kuric,Mirotic,Smits,5,4,1,2,2,0,Bayern,Local,Playoffs
3050,Calathes,Laprovittola,Martinez,Mirotic,Smits,7,2,1,0,2,0,Bayern,Local,Playoffs
3051,Calathes,Laprovittola,Martinez,Mirotic,Smits,5,4,1,2,2,0,Bayern,Local,Playoffs
3052,Calathes,Laprovittola,Kuric,Mirotic,Smits,5,1,0,0,2,0,Bayern,Local,Playoffs
3053,Calathes,Laprovittola,Kuric,Hayes-Davis,Smits,5,5,1,2,2,0,Bayern,Local,Playoffs
3054,Calathes,Laprovittola,Kuric,Hayes-Davis,Davies,5,4,1,2,2,0,Bayern,Local,Playoffs
3055,Calathes,Laprovittola,Martinez,Hayes-Davis,Davies,7,5,0,0,2,0,Bayern,Local,Playoffs
3056,Calathes,Laprovittola,Kuric,Hayes-Davis,Davies,7,2,1,2,2,0,Bayern,Local,Playoffs
3057,Calathes,Laprovittola,Martinez,Hayes-Davis,Davies,7,1,1,3,2,0,Bayern,Local,Playoffs
3058,Calathes,Laprovittola,Martinez,Hayes-Davis,Davies,10,3,1,0,2,0,Bayern,Local,Playoffs
3059,Calathes,Laprovittola,Abrines,Mirotic,Sanli,10,4,1,2,3,0,Bayern,Local,Playoffs
3060,Calathes,Laprovittola,Abrines,Mirotic,Sanli,12,4,1,0,3,0,Bayern,Local,Playoffs
3061,Calathes,Laprovittola,Abrines,Mirotic,Sanli,12,2,1,0,3,0,Bayern,Local,Playoffs
3062,Calathes,Laprovittola,Abrines,Mirotic,Sanli,9,2,0,0,3,0,Bayern,Local,Playoffs
3063,Calathes,Laprovittola,Kuric,Mirotic,Davies,7,4,0,0,3,0,Bayern,Local,Playoffs
3064,Calathes,Laprovittola,Kuric,Mirotic,Davies,4,2,0,0,3,0,Bayern,Local,Playoffs
3065,Calathes,Laprovittola,Kuric,Mirotic,Davies,4,1,0,0,3,0,Bayern,Local,Playoffs
3066,Jokubaitis,Laprovittola,Exum,Mirotic,Davies,2,2,1,0,3,0,Bayern,Local,Playoffs
3067,Jokubaitis,Laprovittola,Exum,Mirotic,Davies,2,1,1,0,3,0,Bayern,Local,Playoffs
3068,Jokubaitis,Exum,Kuric,Mirotic,Davies,2,2,1,3,3,0,Bayern,Local,Playoffs
3069,Jokubaitis,Exum,Kuric,Mirotic,Davies,3,2,1,3,3,0,Bayern,Local,Playoffs
3070,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,5,2,0,0,3,0,Bayern,Local,Playoffs
3071,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,5,4,0,0,3,0,Bayern,Local,Playoffs
3072,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,5,1,1,1,3,0,Bayern,Local,Playoffs
3073,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,3,4,1,2,3,0,Bayern,Local,Playoffs
3074,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,5,2,0,0,3,0,Bayern,Local,Playoffs
3075,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,5,4,1,2,3,0,Bayern,Local,Playoffs
3076,Jokubaitis,Exum,Martinez,Hayes-Davis,Davies,7,4,1,2,3,0,Bayern,Local,Playoffs
3077,Calathes,Exum,Martinez,Hayes-Davis,Smits,7,2,0,0,3,0,Bayern,Local,Playoffs
3078,Calathes,Exum,Martinez,Hayes-Davis,Smits,7,1,0,0,3,0,Bayern,Local,Playoffs
3079,Calathes,Exum,Kuric,Hayes-Davis,Smits,7,4,1,2,3,0,Bayern,Local,Playoffs
3080,Calathes,Exum,Kuric,Hayes-Davis,Smits,9,2,1,2,3,0,Bayern,Local,Playoffs
3081,Calathes,Exum,Kuric,Hayes-Davis,Smits,11,3,1,3,4,0,Bayern,Local,Playoffs
3082,Calathes,Exum,Kuric,Hayes-Davis,Smits,14,2,0,0,4,0,Bayern,Local,Playoffs
3083,Calathes,Exum,Kuric,Hayes-Davis,Smits,14,1,0,0,4,0,Bayern,Local,Playoffs
3084,Calathes,Exum,Martinez,Hayes-Davis,Smits,12,1,1,2,4,0,Bayern,Local,Playoffs
3085,Calathes,Exum,Martinez,Hayes-Davis,Smits,14,5,1,0,4,0,Bayern,Local,Playoffs
3086,Calathes,Exum,Martinez,Hayes-Davis,Smits,14,4,0,0,4,0,Bayern,Local,Playoffs
3087,Calathes,Exum,Martinez,Hayes-Davis,Smits,14,1,1,0,4,0,Bayern,Local,Playoffs
3088,Calathes,Exum,Kuric,Hayes-Davis,Smits,14,2,1,0,4,0,Bayern,Local,Playoffs
3089,Calathes,Exum,Kuric,Hayes-Davis,Smits,11,4,1,0,4,0,Bayern,Local,Playoffs
3090,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,8,4,0,0,4,0,Bayern,Local,Playoffs
3091,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,8,1,1,0,4,0,Bayern,Local,Playoffs
3092,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,8,4,1,0,4,0,Bayern,Local,Playoffs
3093,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,8,4,1,0,4,0,Bayern,Local,Playoffs
3094,Jokubaitis,Laprovittola,Martinez,Mirotic,Davies,5,2,1,2,4,1,Bayern,Local,Playoffs
3095,Calathes,Jokubaitis,Exum,Mirotic,Davies,5,3,0,0,4,1,Bayern,Local,Playoffs
3096,Calathes,Jokubaitis,Exum,Mirotic,Davies,5,2,1,2,4,0,Bayern,Local,Playoffs
3097,Calathes,Jokubaitis,Exum,Mirotic,Davies,7,4,1,2,4,0,Bayern,Local,Playoffs
3098,Calathes,Jokubaitis,Exum,Mirotic,Davies,9,2,1,2,4,0,Bayern,Local,Playoffs
3099,Calathes,Jokubaitis,Exum,Mirotic,Davies,9,2,0,0,4,0,Bayern,Local,Playoffs
3100,Calathes,Jokubaitis,Exum,Mirotic,Davies,9,4,0,0,4,0,Bayern,Local,Playoffs
3101,Calathes,Jokubaitis,Exum,Mirotic,Davies,9,2,0,0,4,0,Bayern,Local,Playoffs
3102,Calathes,Jokubaitis,Exum,Mirotic,Davies,9,1,0,0,4,0,Bayern,Local,Playoffs
3103,Calathes,Jokubaitis,Exum,Mirotic,Davies,10,2,0,0,4,0,Bayern,Local,Playoffs
3104,Calathes,Jokubaitis,Exum,Mirotic,Davies,10,1,0,0,4,0,Bayern,Local,Playoffs
3105,Calathes,Jokubaitis,Martinez,Hayes-Davis,Smits,10,2,0,0,4,0,Bayern,Local,Playoffs
3106,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,4,0,0,1,0,Bayern,Local,Playoffs
3107,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-5,3,1,3,1,0,Bayern,Local,Playoffs
3108,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,4,1,0,1,0,Bayern,Local,Playoffs
3109,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-4,4,1,0,1,0,Bayern,Local,Playoffs
3110,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-6,2,1,3,1,0,Bayern,Local,Playoffs
3111,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,5,0,0,1,0,Bayern,Local,Playoffs
3112,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,2,0,0,1,0,Bayern,Local,Playoffs
3113,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,5,1,0,1,0,Bayern,Local,Playoffs
3114,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,4,1,0,1,0,Bayern,Local,Playoffs
3115,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-3,3,1,0,1,0,Bayern,Local,Playoffs
3116,Calathes,Laprovittola,Abrines,Mirotic,Sanli,-5,2,1,2,1,0,Bayern,Local,Playoffs
3117,Calathes,Laprovittola,Abrines,Mirotic,Davies,-3,2,1,2,1,0,Bayern,Local,Playoffs
3118,Calathes,Laprovittola,Abrines,Mirotic,Davies,0,3,1,0,1,0,Bayern,Local,Playoffs
3119,Calathes,Laprovittola,Abrines,Mirotic,Davies,0,1,1,2,1,0,Bayern,Local,Playoffs
3120,Jokubaitis,Laprovittola,Abrines,Mirotic,Davies,-1,4,1,3,1,0,Bayern,Local,Playoffs
3121,Jokubaitis,Exum,Abrines,Mirotic,Davies,0,4,0,0,1,0,Bayern,Local,Playoffs
3122,Jokubaitis,Exum,Abrines,Mirotic,Davies,0,5,1,0,1,0,Bayern,Local,Playoffs
3123,Jokubaitis,Exum,Abrines,Mirotic,Davies,0,4,0,0,1,0,Bayern,Local,Playoffs
3124,Jokubaitis,Exum,Abrines,Mirotic,Davies,0,1,0,0,1,0,Bayern,Local,Playoffs
3125,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-2,2,0,0,1,0,Bayern,Local,Playoffs
3126,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-2,1,1,0,1,0,Bayern,Local,Playoffs
3127,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-5,2,0,0,1,0,Bayern,Local,Playoffs
3128,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-5,1,0,0,1,0,Bayern,Local,Playoffs
3129,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-6,2,1,2,1,0,Bayern,Local,Playoffs
3130,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-5,4,1,2,2,0,Bayern,Local,Playoffs
3131,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-8,1,1,0,2,0,Bayern,Local,Playoffs
3132,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-8,1,0,0,2,0,Bayern,Local,Playoffs
3133,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-11,1,1,0,2,0,Bayern,Local,Playoffs
3134,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-11,1,1,0,2,0,Bayern,Local,Playoffs
3135,Jokubaitis,Exum,Kuric,Hayes-Davis,Davies,-13,2,1,0,2,0,Bayern,Local,Playoffs
3136,Jokubaitis,Exum,Kuric,Mirotic,Davies,-13,2,0,0,2,0,Bayern,Local,Playoffs
3137,Calathes,Laprovittola,Exum,Mirotic,Davies,-15,4,0,0,2,0,Bayern,Local,Playoffs
3138,Calathes,Laprovittola,Exum,Mirotic,Davies,-15,4,0,0,2,0,Bayern,Local,Playoffs
3139,Calathes,Laprovittola,Exum,Mirotic,Davies,-15,4,1,2,2,0,Bayern,Local,Playoffs
3140,Calathes,Laprovittola,Martinez,Mirotic,Smits,-13,5,1,3,2,0,Bayern,Local,Playoffs
3141,Calathes,Laprovittola,Martinez,Mirotic,Smits,-10,4,0,0,2,0,Bayern,Local,Playoffs
3142,Calathes,Laprovittola,Martinez,Mirotic,Smits,-13,4,0,0,2,0,Bayern,Local,Playoffs
3143,Calathes,Kuric,Martinez,Mirotic,Smits,-13,1,1,2,2,0,Bayern,Local,Playoffs
3144,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-13,3,0,0,2,0,Bayern,Local,Playoffs
3145,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-15,4,1,2,2,0,Bayern,Local,Playoffs
3146,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-13,2,1,0,2,0,Bayern,Local,Playoffs
3147,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-13,1,1,2,2,0,Bayern,Local,Playoffs
3148,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-11,5,1,0,2,0,Bayern,Local,Playoffs
3149,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-13,3,0,0,2,0,Bayern,Local,Playoffs
3150,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-16,2,1,0,2,0,Bayern,Local,Playoffs
3151,Calathes,Kuric,Martinez,Hayes-Davis,Davies,-16,4,1,2,2,0,Bayern,Local,Playoffs
3152,Calathes,Exum,Kuric,Mirotic,Davies,-15,3,0,0,2,0,Bayern,Local,Playoffs
3153,Calathes,Exum,Kuric,Mirotic,Davies,-15,1,1,2,2,0,Bayern,Local,Playoffs
3154,Calathes,Exum,Kuric,Mirotic,Davies,-13,4,0,0,2,0,Bayern,Local,Playoffs
3155,Calathes,Exum,Kuric,Mirotic,Davies,-13,4,0,0,3,0,Bayern,Local,Playoffs
3156,Calathes,Exum,Kuric,Mirotic,Davies,-13,1,1,3,3,0,Bayern,Local,Playoffs
3157,Calathes,Exum,Kuric,Mirotic,Davies,-10,5,1,0,3,0,Bayern,Local,Playoffs
3158,Calathes,Exum,Kuric,Mirotic,Davies,-10,4,0,0,3,0,Bayern,Local,Playoffs
3159,Calathes,Exum,Kuric,Mirotic,Davies,-10,5,1,0,3,0,Bayern,Local,Playoffs
3160,Calathes,Exum,Kuric,Mirotic,Davies,-10,3,1,0,3,0,Bayern,Local,Playoffs
3161,Calathes,Exum,Kuric,Mirotic,Davies,-13,4,1,2,3,0,Bayern,Local,Playoffs
3162,Calathes,Exum,Kuric,Mirotic,Davies,-11,5,1,0,3,0,Bayern,Local,Playoffs
3163,Calathes,Exum,Kuric,Mirotic,Davies,-11,4,1,2,3,0,Bayern,Local,Playoffs
3164,Calathes,Exum,Kuric,Mirotic,Davies,-9,1,1,0,3,0,Bayern,Local,Playoffs
3165,Calathes,Exum,Kuric,Mirotic,Davies,-11,4,0,0,3,0,Bayern,Local,Playoffs
3166,Calathes,Exum,Kuric,Mirotic,Davies,-11,3,1,3,3,0,Bayern,Local,Playoffs
3167,Calathes,Exum,Kuric,Mirotic,Davies,-8,4,1,2,3,0,Bayern,Local,Playoffs
3168,Calathes,Exum,Kuric,Mirotic,Davies,-6,5,0,0,3,0,Bayern,Local,Playoffs
3169,Calathes,Exum,Kuric,Mirotic,Davies,-9,4,0,0,3,0,Bayern,Local,Playoffs
3170,Calathes,Exum,Kuric,Mirotic,Davies,-9,4,1,1,3,0,Bayern,Local,Playoffs
3171,Calathes,Exum,Kuric,Mirotic,Davies,-8,4,1,1,3,0,Bayern,Local,Playoffs
3172,Calathes,Exum,Kuric,Mirotic,Davies,-9,4,0,0,3,0,Bayern,Local,Playoffs
3173,Calathes,Exum,Kuric,Mirotic,Davies,-9,4,0,0,3,0,Bayern,Local,Playoffs
3174,Calathes,Exum,Kuric,Mirotic,Davies,-9,1,1,3,3,0,Bayern,Local,Playoffs
3175,Laprovittola,Kuric,Abrines,Hayes-Davis,Davies,-8,1,1,2,3,0,Bayern,Local,Playoffs
3176,Laprovittola,Kuric,Abrines,Hayes-Davis,Sanli,-7,1,0,0,3,0,Bayern,Local,Playoffs
3177,Laprovittola,Kuric,Abrines,Hayes-Davis,Sanli,-7,3,1,2,3,0,Bayern,Local,Playoffs
3178,Jokubaitis,Abrines,Martinez,Hayes-Davis,Sanli,-8,2,0,0,3,0,Bayern,Local,Playoffs
