Jugada,1,2,3,4,5,Diferencial,Tipus de jugada,Èxit/No Èxit,Punts,Quart,Clutch-time,Rival,Terreny,Competició
1,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,2,1,2,1,0,Alba Berlin,Local,Eurolliga
2,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,2,2,1,3,1,0,Alba Berlin,Local,Eurolliga
3,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,5,2,1,2,1,0,Alba Berlin,Local,Eurolliga
4,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,5,2,1,3,1,0,Alba Berlin,Local,Eurolliga
5,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,4,1,0,1,0,Alba Berlin,Local,Eurolliga
6,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,4,1,2,1,0,Alba Berlin,Local,Eurolliga
7,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,10,5,1,0,1,0,Alba Berlin,Local,Eurolliga
8,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,4,1,2,1,0,Alba Berlin,Local,Eurolliga
9,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,2,1,2,1,0,Alba Berlin,Local,Eurolliga
10,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,10,4,1,0,1,0,Alba Berlin,Local,Eurolliga
11,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,10,4,1,2,1,0,Alba Berlin,Local,Eurolliga
12,Laprovittola,Higgins,Hayes-Davis,Mirotic,Sanli,12,4,0,0,1,0,Alba Berlin,Local,Eurolliga
13,Laprovittola,Higgins,Hayes-Davis,Mirotic,Sanli,12,2,1,0,1,0,Alba Berlin,Local,Eurolliga
14,Calathes,Laprovittola,Higgins,Mirotic,Sanli,12,1,0,0,1,0,Alba Berlin,Local,Eurolliga
15,Calathes,Laprovittola,Kuric,Mirotic,Sanli,10,2,0,0,1,0,Alba Berlin,Local,Eurolliga
16,Calathes,Laprovittola,Kuric,Mirotic,Sanli,10,2,1,0,1,0,Alba Berlin,Local,Eurolliga
17,Calathes,Laprovittola,Kuric,Mirotic,Sanli,12,2,1,2,1,0,Alba Berlin,Local,Eurolliga
18,Calathes,Laprovittola,Kuric,Mirotic,Sanli,10,2,1,0,1,0,Alba Berlin,Local,Eurolliga
19,Jokubaitis,Laprovittola,Kuric,Mirotic,Sanli,7,4,1,2,1,0,Alba Berlin,Local,Eurolliga
20,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,9,2,1,3,1,0,Alba Berlin,Local,Eurolliga
21,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,12,2,0,0,1,0,Alba Berlin,Local,Eurolliga
22,Jokubaitis,Laprovittola,Kuric,Smits,Oriola,10,2,1,3,1,0,Alba Berlin,Local,Eurolliga
23,Jokubaitis,Laprovittola,Kuric,Smits,Oriola,13,5,1,0,1,0,Alba Berlin,Local,Eurolliga
24,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,13,2,1,2,2,0,Alba Berlin,Local,Eurolliga
25,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,15,4,1,2,2,0,Alba Berlin,Local,Eurolliga
26,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,4,0,0,2,0,Alba Berlin,Local,Eurolliga
27,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,4,0,0,2,0,Alba Berlin,Local,Eurolliga
28,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,2,0,0,2,0,Alba Berlin,Local,Eurolliga
29,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,4,1,0,2,0,Alba Berlin,Local,Eurolliga
30,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,2,1,3,2,0,Alba Berlin,Local,Eurolliga
31,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,20,4,0,0,2,0,Alba Berlin,Local,Eurolliga
32,Jokubaitis,Laprovittola,Kuric,Smits,Sanli,17,2,1,2,2,0,Alba Berlin,Local,Eurolliga
33,Jokubaitis,Kuric,Martinez,Smits,Sanli,18,3,0,0,2,0,Alba Berlin,Local,Eurolliga
34,Jokubaitis,Kuric,Martinez,Smits,Davies,18,2,1,0,2,0,Alba Berlin,Local,Eurolliga
35,Calathes,Higgins,Martinez,Smits,Davies,17,4,1,2,2,0,Alba Berlin,Local,Eurolliga
36,Calathes,Higgins,Martinez,Smits,Davies,17,2,1,3,2,0,Alba Berlin,Local,Eurolliga
37,Calathes,Higgins,Martinez,Smits,Davies,18,4,1,2,2,0,Alba Berlin,Local,Eurolliga
38,Calathes,Higgins,Martinez,Mirotic,Davies,20,2,1,0,2,0,Alba Berlin,Local,Eurolliga
39,Calathes,Higgins,Martinez,Mirotic,Davies,18,4,1,2,2,0,Alba Berlin,Local,Eurolliga
40,Calathes,Higgins,Martinez,Mirotic,Davies,18,3,1,2,2,0,Alba Berlin,Local,Eurolliga
41,Calathes,Higgins,Martinez,Mirotic,Davies,20,5,0,0,2,0,Alba Berlin,Local,Eurolliga
42,Calathes,Higgins,Martinez,Mirotic,Davies,20,4,1,2,2,0,Alba Berlin,Local,Eurolliga
43,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,21,2,0,0,3,0,Alba Berlin,Local,Eurolliga
44,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,21,2,1,0,3,0,Alba Berlin,Local,Eurolliga
45,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,21,4,1,3,3,0,Alba Berlin,Local,Eurolliga
46,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,24,2,1,3,3,0,Alba Berlin,Local,Eurolliga
47,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,25,2,0,0,3,0,Alba Berlin,Local,Eurolliga
48,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,23,2,0,0,3,0,Alba Berlin,Local,Eurolliga
49,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,21,4,0,0,3,0,Alba Berlin,Local,Eurolliga
50,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,21,2,0,0,3,0,Alba Berlin,Local,Eurolliga
51,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,21,2,1,3,3,0,Alba Berlin,Local,Eurolliga
52,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,24,4,0,0,3,0,Alba Berlin,Local,Eurolliga
53,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,22,2,1,2,3,0,Alba Berlin,Local,Eurolliga
54,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,24,4,1,0,3,0,Alba Berlin,Local,Eurolliga
55,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,24,3,1,0,3,0,Alba Berlin,Local,Eurolliga
56,Calathes,Laprovittola,Hayes-Davis,Mirotic,Davies,24,2,1,0,3,0,Alba Berlin,Local,Eurolliga
57,Calathes,Laprovittola,Hayes-Davis,Mirotic,Oriola,24,4,1,2,3,0,Alba Berlin,Local,Eurolliga
58,Calathes,Laprovittola,Hayes-Davis,Mirotic,Oriola,23,3,0,0,3,0,Alba Berlin,Local,Eurolliga
59,Laprovittola,Higgins,Hayes-Davis,Smits,Oriola,23,4,1,0,3,0,Alba Berlin,Local,Eurolliga
60,Laprovittola,Higgins,Hayes-Davis,Smits,Oriola,20,2,1,0,3,0,Alba Berlin,Local,Eurolliga
61,Laprovittola,Higgins,Hayes-Davis,Smits,Oriola,20,2,0,0,3,0,Alba Berlin,Local,Eurolliga
62,Laprovittola,Higgins,Martinez,Smits,Oriola,17,4,1,0,3,0,Alba Berlin,Local,Eurolliga
63,Laprovittola,Higgins,Martinez,Smits,Oriola,17,2,0,0,3,0,Alba Berlin,Local,Eurolliga
64,Laprovittola,Higgins,Martinez,Smits,Oriola,17,2,1,0,3,0,Alba Berlin,Local,Eurolliga
65,Laprovittola,Higgins,Martinez,Smits,Oriola,17,2,1,0,3,0,Alba Berlin,Local,Eurolliga
66,Laprovittola,Higgins,Martinez,Smits,Oriola,17,2,1,0,3,0,Alba Berlin,Local,Eurolliga
67,Laprovittola,Higgins,Martinez,Smits,Oriola,17,1,0,0,3,0,Alba Berlin,Local,Eurolliga
68,Jokubaitis,Laprovittola,Higgins,Smits,Oriola,17,4,1,2,4,0,Alba Berlin,Local,Eurolliga
69,Jokubaitis,Higgins,Kuric,Smits,Oriola,18,2,0,0,4,0,Alba Berlin,Local,Eurolliga
70,Jokubaitis,Higgins,Kuric,Smits,Oriola,18,1,1,2,4,0,Alba Berlin,Local,Eurolliga
71,Jokubaitis,Higgins,Kuric,Smits,Oriola,17,2,0,0,4,0,Alba Berlin,Local,Eurolliga
72,Jokubaitis,Higgins,Kuric,Smits,Oriola,14,2,1,0,4,0,Alba Berlin,Local,Eurolliga
73,Jokubaitis,Higgins,Kuric,Smits,Oriola,14,2,0,0,4,0,Alba Berlin,Local,Eurolliga
74,Jokubaitis,Martinez,Kuric,Smits,Oriola,14,1,1,3,4,0,Alba Berlin,Local,Eurolliga
75,Jokubaitis,Martinez,Kuric,Smits,Oriola,17,5,1,2,4,0,Alba Berlin,Local,Eurolliga
76,Jokubaitis,Martinez,Kuric,Smits,Oriola,19,1,1,2,4,0,Alba Berlin,Local,Eurolliga
77,Jokubaitis,Martinez,Kuric,Smits,Oriola,18,4,1,0,4,0,Alba Berlin,Local,Eurolliga
78,Jokubaitis,Martinez,Kuric,Oriola,Sanli,18,2,0,0,4,0,Alba Berlin,Local,Eurolliga
79,Jokubaitis,Martinez,Kuric,Oriola,Sanli,18,4,1,2,4,0,Alba Berlin,Local,Eurolliga
80,Jokubaitis,Martinez,Kuric,Oriola,Sanli,20,2,1,0,4,0,Alba Berlin,Local,Eurolliga
81,Jokubaitis,Martinez,Kuric,Oriola,Sanli,18,1,1,0,4,0,Alba Berlin,Local,Eurolliga
82,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,18,2,1,3,4,0,Alba Berlin,Local,Eurolliga
83,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,21,2,1,2,4,0,Alba Berlin,Local,Eurolliga
84,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,23,4,1,3,4,0,Alba Berlin,Local,Eurolliga
85,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,24,3,1,3,4,0,Alba Berlin,Local,Eurolliga
86,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,25,2,1,2,4,0,Alba Berlin,Local,Eurolliga
87,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,27,3,1,3,4,0,Alba Berlin,Local,Eurolliga
88,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,30,2,1,2,4,0,Alba Berlin,Local,Eurolliga
89,Jokubaitis,Laprovittola,Martinez,Oriola,Sanli,30,2,1,2,4,0,Alba Berlin,Local,Eurolliga
90,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,2,0,0,1,0,Bayern,Visitant,Eurolliga
91,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,1,0,0,1,0,Bayern,Visitant,Eurolliga
92,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,4,0,0,1,0,Bayern,Visitant,Eurolliga
93,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,4,0,0,1,0,Bayern,Visitant,Eurolliga
94,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,4,0,0,1,0,Bayern,Visitant,Eurolliga
95,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,4,1,0,1,0,Bayern,Visitant,Eurolliga
96,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,2,1,0,1,0,Bayern,Visitant,Eurolliga
97,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,4,1,0,1,0,Bayern,Visitant,Eurolliga
98,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-4,4,1,2,1,0,Bayern,Visitant,Eurolliga
99,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,2,1,3,1,0,Bayern,Visitant,Eurolliga
100,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,5,1,0,1,0,Bayern,Visitant,Eurolliga
101,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,2,0,0,1,0,Bayern,Visitant,Eurolliga
102,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,4,1,0,1,0,Bayern,Visitant,Eurolliga
103,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-3,4,1,2,1,0,Bayern,Visitant,Eurolliga
104,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-3,4,0,0,1,0,Bayern,Visitant,Eurolliga
105,Jokubaitis,Kuric,Hayes-Davis,Mirotic,Davies,-6,2,1,2,1,0,Bayern,Visitant,Eurolliga
106,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-4,2,1,2,1,0,Bayern,Visitant,Eurolliga
107,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-2,2,0,0,1,0,Bayern,Visitant,Eurolliga
108,Jokubaitis,Higgins,Kuric,Smits,Oriola,-2,5,1,2,1,0,Bayern,Visitant,Eurolliga
109,Jokubaitis,Higgins,Kuric,Smits,Oriola,-2,2,0,0,1,0,Bayern,Visitant,Eurolliga
110,Jokubaitis,Higgins,Kuric,Smits,Oriola,-2,3,1,0,1,0,Bayern,Visitant,Eurolliga
111,Jokubaitis,Higgins,Kuric,Smits,Oriola,-2,2,1,0,1,0,Bayern,Visitant,Eurolliga
112,Jokubaitis,Higgins,Kuric,Smits,Oriola,-2,2,1,3,1,0,Bayern,Visitant,Eurolliga
113,Jokubaitis,Martinez,Kuric,Smits,Oriola,1,4,0,0,1,0,Bayern,Visitant,Eurolliga
114,Jokubaitis,Laprovittola,Kuric,Smits,Oriola,-2,2,1,3,2,0,Bayern,Visitant,Eurolliga
115,Jokubaitis,Laprovittola,Kuric,Smits,Oriola,-1,2,0,0,2,0,Bayern,Visitant,Eurolliga
116,Laprovittola,Kuric,Hayes-Davis,Smits,Oriola,-1,2,1,2,2,0,Bayern,Visitant,Eurolliga
117,Laprovittola,Kuric,Hayes-Davis,Smits,Davies,-1,2,0,0,2,0,Bayern,Visitant,Eurolliga
118,Laprovittola,Kuric,Hayes-Davis,Smits,Davies,0,3,1,0,2,0,Bayern,Visitant,Eurolliga
119,Laprovittola,Kuric,Hayes-Davis,Smits,Davies,0,3,1,2,2,0,Bayern,Visitant,Eurolliga
120,Laprovittola,Kuric,Hayes-Davis,Smits,Davies,0,3,1,2,2,0,Bayern,Visitant,Eurolliga
121,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-1,4,1,2,2,0,Bayern,Visitant,Eurolliga
122,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,1,4,1,0,2,0,Bayern,Visitant,Eurolliga
123,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,1,1,1,0,2,0,Bayern,Visitant,Eurolliga
124,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,1,4,0,0,2,0,Bayern,Visitant,Eurolliga
125,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,1,3,1,0,2,0,Bayern,Visitant,Eurolliga
126,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-1,1,1,2,2,0,Bayern,Visitant,Eurolliga
127,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,1,3,1,3,2,0,Bayern,Visitant,Eurolliga
128,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,1,1,1,0,2,0,Bayern,Visitant,Eurolliga
129,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,1,3,0,0,2,0,Bayern,Visitant,Eurolliga
130,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,1,4,1,2,2,0,Bayern,Visitant,Eurolliga
131,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,1,4,1,2,2,0,Bayern,Visitant,Eurolliga
132,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,3,4,1,2,2,0,Bayern,Visitant,Eurolliga
133,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,5,2,0,0,2,0,Bayern,Visitant,Eurolliga
134,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,5,4,1,0,2,0,Bayern,Visitant,Eurolliga
135,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,5,5,1,1,2,0,Bayern,Visitant,Eurolliga
136,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,6,3,1,3,2,0,Bayern,Visitant,Eurolliga
137,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,9,5,1,2,2,0,Bayern,Visitant,Eurolliga
138,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,11,4,1,0,3,0,Bayern,Visitant,Eurolliga
139,Calathes,Higgins,Martinez,Mirotic,Davies,11,4,0,0,3,0,Bayern,Visitant,Eurolliga
140,Calathes,Higgins,Martinez,Mirotic,Davies,8,2,1,0,3,0,Bayern,Visitant,Eurolliga
141,Calathes,Higgins,Kuric,Mirotic,Davies,8,2,0,0,3,0,Bayern,Visitant,Eurolliga
142,Calathes,Higgins,Kuric,Mirotic,Davies,6,2,0,0,3,0,Bayern,Visitant,Eurolliga
143,Calathes,Higgins,Kuric,Mirotic,Davies,6,4,1,2,3,0,Bayern,Visitant,Eurolliga
144,Calathes,Higgins,Kuric,Mirotic,Davies,8,5,1,0,3,0,Bayern,Visitant,Eurolliga
145,Calathes,Higgins,Kuric,Mirotic,Davies,8,4,1,3,3,0,Bayern,Visitant,Eurolliga
146,Calathes,Higgins,Kuric,Mirotic,Davies,11,1,0,0,3,0,Bayern,Visitant,Eurolliga
147,Calathes,Higgins,Kuric,Mirotic,Davies,11,4,1,0,3,0,Bayern,Visitant,Eurolliga
148,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,11,2,0,0,3,0,Bayern,Visitant,Eurolliga
149,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,9,1,1,2,3,0,Bayern,Visitant,Eurolliga
150,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,10,4,1,2,3,0,Bayern,Visitant,Eurolliga
151,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,12,1,1,0,3,0,Bayern,Visitant,Eurolliga
152,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,12,3,1,3,3,0,Bayern,Visitant,Eurolliga
153,Jokubaitis,Higgins,Kuric,Smits,Oriola,13,2,1,2,3,0,Bayern,Visitant,Eurolliga
154,Jokubaitis,Higgins,Kuric,Smits,Oriola,15,2,1,2,3,0,Bayern,Visitant,Eurolliga
155,Jokubaitis,Higgins,Kuric,Smits,Oriola,17,2,1,3,3,0,Bayern,Visitant,Eurolliga
156,Jokubaitis,Higgins,Kuric,Smits,Oriola,18,2,0,0,3,0,Bayern,Visitant,Eurolliga
157,Jokubaitis,Kuric,Hayes-Davis,Smits,Oriola,16,2,0,0,3,0,Bayern,Visitant,Eurolliga
158,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,16,4,0,0,4,0,Bayern,Visitant,Eurolliga
159,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,14,4,1,0,4,0,Bayern,Visitant,Eurolliga
160,Jokubaitis,Laprovittola,Hayes-Davis,Smits,Davies,14,3,0,0,4,0,Bayern,Visitant,Eurolliga
161,Calathes,Jokubaitis,Hayes-Davis,Smits,Davies,14,5,0,0,4,0,Bayern,Visitant,Eurolliga
162,Calathes,Jokubaitis,Hayes-Davis,Smits,Davies,14,3,0,0,4,0,Bayern,Visitant,Eurolliga
163,Calathes,Higgins,Hayes-Davis,Smits,Davies,11,2,0,0,4,0,Bayern,Visitant,Eurolliga
164,Calathes,Higgins,Hayes-Davis,Smits,Davies,11,4,1,2,4,0,Bayern,Visitant,Eurolliga
165,Calathes,Higgins,Hayes-Davis,Smits,Davies,10,2,1,0,4,0,Bayern,Visitant,Eurolliga
166,Calathes,Higgins,Hayes-Davis,Smits,Davies,10,2,1,3,4,0,Bayern,Visitant,Eurolliga
167,Calathes,Higgins,Hayes-Davis,Smits,Davies,11,2,0,0,4,0,Bayern,Visitant,Eurolliga
168,Calathes,Higgins,Hayes-Davis,Smits,Davies,11,4,1,0,4,0,Bayern,Visitant,Eurolliga
169,Calathes,Laprovittola,Kuric,Mirotic,Davies,11,4,0,0,4,0,Bayern,Visitant,Eurolliga
170,Calathes,Higgins,Kuric,Mirotic,Davies,12,1,0,0,4,0,Bayern,Visitant,Eurolliga
171,Calathes,Higgins,Kuric,Mirotic,Davies,12,4,1,0,4,0,Bayern,Visitant,Eurolliga
172,Calathes,Higgins,Kuric,Mirotic,Oriola,12,4,1,2,4,0,Bayern,Visitant,Eurolliga
173,Calathes,Higgins,Kuric,Mirotic,Oriola,11,4,1,2,4,0,Bayern,Visitant,Eurolliga
174,Calathes,Higgins,Kuric,Mirotic,Oriola,11,5,0,0,4,0,Bayern,Visitant,Eurolliga
175,Calathes,Higgins,Kuric,Mirotic,Davies,9,1,0,0,4,0,Bayern,Visitant,Eurolliga
176,Calathes,Higgins,Kuric,Mirotic,Davies,9,2,1,1,4,0,Bayern,Visitant,Eurolliga
177,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,10,2,1,0,4,0,Bayern,Visitant,Eurolliga
178,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,2,0,0,4,0,Bayern,Visitant,Eurolliga
179,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,8,4,1,0,4,0,Bayern,Visitant,Eurolliga
180,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,6,2,1,1,4,1,Bayern,Visitant,Eurolliga
181,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,7,2,1,2,4,0,Bayern,Visitant,Eurolliga
182,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,4,1,0,1,0,Olympiacos,Local,Eurolliga
183,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,2,1,0,1,0,Olympiacos,Local,Eurolliga
184,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,3,1,0,1,0,Olympiacos,Local,Eurolliga
185,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,2,1,0,1,0,Olympiacos,Local,Eurolliga
186,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,5,1,2,1,0,Olympiacos,Local,Eurolliga
187,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,4,1,0,1,0,Olympiacos,Local,Eurolliga
188,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,3,1,0,1,0,Olympiacos,Local,Eurolliga
189,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,2,0,0,1,0,Olympiacos,Local,Eurolliga
190,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,5,1,2,1,0,Olympiacos,Local,Eurolliga
191,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,2,0,0,1,0,Olympiacos,Local,Eurolliga
192,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,1,0,0,1,0,Olympiacos,Local,Eurolliga
193,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,3,0,0,1,0,Olympiacos,Local,Eurolliga
194,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,4,1,0,1,0,Olympiacos,Local,Eurolliga
195,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,-2,4,1,2,1,0,Olympiacos,Local,Eurolliga
196,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,1,1,0,1,0,Olympiacos,Local,Eurolliga
197,Calathes,Higgins,Hayes-Davis,Mirotic,Davies,0,5,0,0,1,0,Olympiacos,Local,Eurolliga
198,Jokubaitis,Higgins,Hayes-Davis,Mirotic,Oriola,-4,4,0,0,1,0,Olympiacos,Local,Eurolliga
199,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-7,2,1,2,1,0,Olympiacos,Local,Eurolliga
200,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-5,3,1,0,1,0,Olympiacos,Local,Eurolliga
201,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-7,2,1,2,1,0,Olympiacos,Local,Eurolliga
202,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-5,4,0,0,1,0,Olympiacos,Local,Eurolliga
203,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-7,2,0,0,1,0,Olympiacos,Local,Eurolliga
204,Jokubaitis,Higgins,Kuric,Mirotic,Oriola,-7,3,1,0,1,0,Olympiacos,Local,Eurolliga
205,Jokubaitis,Higgins,Kuric,Mirotic,Davies,-7,3,1,0,1,0,Olympiacos,Local,Eurolliga
206,Calathes,Jokubaitis,Kuric,Smits,Davies,-7,2,1,2,2,0,Olympiacos,Local,Eurolliga
207,Calathes,Jokubaitis,Kuric,Smits,Davies,-6,3,0,0,2,0,Olympiacos,Local,Eurolliga
208,Calathes,Jokubaitis,Kuric,Smits,Davies,-6,4,0,0,2,0,Olympiacos,Local,Eurolliga
209,Calathes,Jokubaitis,Kuric,Smits,Davies,-8,3,1,0,2,0,Olympiacos,Local,Eurolliga
210,Calathes,Laprovittola,Kuric,Smits,Davies,-8,4,1,2,2,0,Olympiacos,Local,Eurolliga
211,Calathes,Laprovittola,Kuric,Smits,Davies,-6,4,1,0,2,0,Olympiacos,Local,Eurolliga
212,Calathes,Laprovittola,Kuric,Smits,Davies,-6,4,0,0,2,0,Olympiacos,Local,Eurolliga
213,Calathes,Laprovittola,Kuric,Smits,Davies,-6,2,1,0,2,0,Olympiacos,Local,Eurolliga
214,Calathes,Laprovittola,Kuric,Smits,Davies,-6,4,0,0,2,0,Olympiacos,Local,Eurolliga
215,Calathes,Laprovittola,Kuric,Smits,Davies,-6,5,1,0,2,0,Olympiacos,Local,Eurolliga
216,Calathes,Laprovittola,Kuric,Smits,Davies,-6,3,0,0,2,0,Olympiacos,Local,Eurolliga
217,Calathes,Laprovittola,Kuric,Smits,Davies,-6,5,1,2,2,0,Olympiacos,Local,Eurolliga
218,Calathes,Laprovittola,Kuric,Smits,Davies,-4,5,1,0,2,0,Olympiacos,Local,Eurolliga
219,Calathes,Laprovittola,Kuric,Smits,Davies,-4,4,1,2,2,0,Olympiacos,Local,Eurolliga
220,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-2,2,0,0,2,0,Olympiacos,Local,Eurolliga
221,Calathes,Laprovittola,Hayes-Davis,Smits,Davies,-2,5,1,0,2,0,Olympiacos,Local,Eurolliga
222,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-5,4,1,0,2,0,Olympiacos,Local,Eurolliga
223,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-5,4,1,1,2,0,Olympiacos,Local,Eurolliga
224,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-6,2,1,2,2,0,Olympiacos,Local,Eurolliga
225,Laprovittola,Higgins,Hayes-Davis,Mirotic,Oriola,-4,4,1,0,2,0,Olympiacos,Local,Eurolliga
226,Laprovittola,Higgins,Hayes-Davis,Mirotic,Oriola,-6,3,0,0,2,0,Olympiacos,Local,Eurolliga
227,Laprovittola,Higgins,Hayes-Davis,Mirotic,Oriola,-6,4,1,0,2,0,Olympiacos,Local,Eurolliga
228,Laprovittola,Higgins,Hayes-Davis,Mirotic,Oriola,-6,4,1,2,2,0,Olympiacos,Local,Eurolliga
229,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-6,4,0,0,2,0,Olympiacos,Local,Eurolliga
230,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-6,1,1,2,2,0,Olympiacos,Local,Eurolliga
231,Laprovittola,Higgins,Hayes-Davis,Mirotic,Davies,-7,1,1,2,2,0,Olympiacos,Local,Eurolliga
232,Calathes,Higgins,Kuric,Mirotic,Davies,-5,2,1,0,3,0,Olympiacos,Local,Eurolliga
